Accession	Virus Name	Submitter Affiliation	Submitter Names	dataset
ON647492.1	SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-BI13/2022	University of Cape Town and National Health Laboratory Service, Department of Pathology, Faculty of Health Sciences	Viana,R.,Moyo,S.,Amoako,D.G.,Tegally,H.,Scheepers,C.,Althaus,C.L.,Anyaneji,U.J.,Bester,P.A.,Boni,M.F.,Chand,M.,Choga,W.T.,Colquhoun,R.,Davids,M.,Deforche,K.,Doolabh,D.,du Plessis,L.,Engelbrecht,S.,Everatt,J.,Giandhari,J.,Giovanetti,M.,Hardie,D.,Hill,V.,Hsiao,N.Y.,Iranzadeh,A.,Ismail,A.,Joseph,C.,Joseph,R.,Koopile,L.,Kosakovsky Pond,S.L.,Kraemer,M.U.G.,Kuate-Lere,L.,Laguda-Akingba,O.,Lesetedi-Mafoko,O.,Lessells,R.J.,Lockman,S.,Lucaci,A.G.,Maharaj,A.,Mahlangu,B.,Maponga,T.,Mahlakwane,K.,Makatini,Z.,Marais,G.,Maruapula,D.,Masupu,K.,Matshaba,M.,Mayaphi,S.,Mbhele,N.,Mbulawa,M.B.,Mendes,A.,Mlisana,K.,Mnguni,A.,Mohale,T.,Moir,M.,Moruisi,K.,Mosepele,M.,Motsatsi,G.,Motswaledi,M.S.,Mphoyakgosi,T.,Msomi,N.,Mwangi,P.N.,Naidoo,Y.,Ntuli,N.,Nyaga,M.,Olubayo,L.,Pillay,S.,Radibe,B.,Ramphal,Y.,Ramphal,U.,San,J.E.,Scott,L.,Shapiro,R.,Singh,L.,Smith-Lawrence,P.,Stevens,W.,Strydom,A.,Subramoney,K.,Tebeila,N.,Tshiabuila,D.,Tsui,J.,van Wyk,S.,Weaver,S.,Wibmer,C.K.,Wilkinson,E.,Wolter,N.,Zarebski,A.E.,Zuze,B.,Goedhals,D.,Preiser,W.,Treurnicht,F.,Venter,M.,Williamson,C.,Pybus,O.G.,Bhiman,J.,Glass,A.,Martin,D.P.,Rambaut,A.,Gaseitsiwe,S.,von Gottberg,A.,de Oliveira,T.,Olubayo,L.A.I.,Tyers,L.,Galvao,B.,Mudau,I.,Hsiao,M.,Korsman,S.,James,E.S.	sars-cov-2-2022-2023
ON647489.1	SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-BI11/2022	University of Cape Town and National Health Laboratory Service, Department of Pathology, Faculty of Health Sciences	Viana,R.,Moyo,S.,Amoako,D.G.,Tegally,H.,Scheepers,C.,Althaus,C.L.,Anyaneji,U.J.,Bester,P.A.,Boni,M.F.,Chand,M.,Choga,W.T.,Colquhoun,R.,Davids,M.,Deforche,K.,Doolabh,D.,du Plessis,L.,Engelbrecht,S.,Everatt,J.,Giandhari,J.,Giovanetti,M.,Hardie,D.,Hill,V.,Hsiao,N.Y.,Iranzadeh,A.,Ismail,A.,Joseph,C.,Joseph,R.,Koopile,L.,Kosakovsky Pond,S.L.,Kraemer,M.U.G.,Kuate-Lere,L.,Laguda-Akingba,O.,Lesetedi-Mafoko,O.,Lessells,R.J.,Lockman,S.,Lucaci,A.G.,Maharaj,A.,Mahlangu,B.,Maponga,T.,Mahlakwane,K.,Makatini,Z.,Marais,G.,Maruapula,D.,Masupu,K.,Matshaba,M.,Mayaphi,S.,Mbhele,N.,Mbulawa,M.B.,Mendes,A.,Mlisana,K.,Mnguni,A.,Mohale,T.,Moir,M.,Moruisi,K.,Mosepele,M.,Motsatsi,G.,Motswaledi,M.S.,Mphoyakgosi,T.,Msomi,N.,Mwangi,P.N.,Naidoo,Y.,Ntuli,N.,Nyaga,M.,Olubayo,L.,Pillay,S.,Radibe,B.,Ramphal,Y.,Ramphal,U.,San,J.E.,Scott,L.,Shapiro,R.,Singh,L.,Smith-Lawrence,P.,Stevens,W.,Strydom,A.,Subramoney,K.,Tebeila,N.,Tshiabuila,D.,Tsui,J.,van Wyk,S.,Weaver,S.,Wibmer,C.K.,Wilkinson,E.,Wolter,N.,Zarebski,A.E.,Zuze,B.,Goedhals,D.,Preiser,W.,Treurnicht,F.,Venter,M.,Williamson,C.,Pybus,O.G.,Bhiman,J.,Glass,A.,Martin,D.P.,Rambaut,A.,Gaseitsiwe,S.,von Gottberg,A.,de Oliveira,T.,Olubayo,L.A.I.,Tyers,L.,Galvao,B.,Mudau,I.,Hsiao,M.,Korsman,S.,James,E.S.	sars-cov-2-2022-2023
ON636650.1	SARS-CoV-2/human/USA/MD-CDC-QDX36964010/2022	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard,D.,Batra,D.,Cook,P.W.,Caravas,J.,Rambo-Martin,B.,Sammons,S.,Unoarumhi,Y.,Schmerer,M.,Lacek,K.A.,Kendall,T.,Caban Figueroa,V.,Morrison,S.,Gulvick,C.,Sula,E.,Rosenthal,S.H.,Gerasimova,A.,Kagan,R.M.,Anderson,B.,Hua,M.,Liu,Y.,Bernstein,L.E.,Livingston,K.E.,Perez,A.,Shlyakhter,I.A.,Rolando,R.V.,Owen,R.,Tanpaiboon,P.,Lacbawan,F.,Paden,C.R.,MacCannell,D.	sars-cov-2-2022-2023
ON635294.1	SARS-CoV-2/human/USA/CT-CDC-STM-DPBGSDTU8/2022	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard,D.,Batra,D.,Cook,P.W.,Caravas,J.,Rambo-Martin,B.,Sammons,S.,Unoarumhi,Y.,Schmerer,M.,Lacek,K.A.,Kendall,T.,Caban Figueroa,V.,Ca,H.,Morrison,S.,Gulvick,C.,Sula,E.,Paden,C.R.,MacCannell,D.	sars-cov-2-2022-2023
ON633367.1	SARS-CoV-2/human/USA/CA-CDC-QDX36807188/2022	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard,D.,Batra,D.,Cook,P.W.,Caravas,J.,Rambo-Martin,B.,Sammons,S.,Unoarumhi,Y.,Schmerer,M.,Lacek,K.A.,Kendall,T.,Caban Figueroa,V.,Morrison,S.,Gulvick,C.,Sula,E.,Rosenthal,S.H.,Gerasimova,A.,Kagan,R.M.,Anderson,B.,Hua,M.,Liu,Y.,Bernstein,L.E.,Livingston,K.E.,Perez,A.,Shlyakhter,I.A.,Rolando,R.V.,Owen,R.,Tanpaiboon,P.,Lacbawan,F.,Paden,C.R.,MacCannell,D.	sars-cov-2-2022-2023
ON632288.1	SARS-CoV-2/human/USA/MO-CDC-QDX36714624/2022	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard,D.,Batra,D.,Cook,P.W.,Caravas,J.,Rambo-Martin,B.,Sammons,S.,Unoarumhi,Y.,Schmerer,M.,Lacek,K.A.,Kendall,T.,Caban Figueroa,V.,Morrison,S.,Gulvick,C.,Sula,E.,Rosenthal,S.H.,Gerasimova,A.,Kagan,R.M.,Anderson,B.,Hua,M.,Liu,Y.,Bernstein,L.E.,Livingston,K.E.,Perez,A.,Shlyakhter,I.A.,Rolando,R.V.,Owen,R.,Tanpaiboon,P.,Lacbawan,F.,Paden,C.R.,MacCannell,D.	sars-cov-2-2022-2023
ON629693.1	SARS-CoV-2/human/BHR/22020282097/2022	Public Health Directorate, Communicable Disease Laboratory	Marhoon,A.,AlHujairi,Z.,AlTooq,M.,Khamees,F.,AlAnsari,W.,AlAbbas,Z.,Almoamen,G.	sars-cov-2-2022-2023
ON629659.1	SARS-CoV-2/human/BHR/22920330603/2022	Public Health Directorate, Communicable Disease Laboratory	Marhoon,A.,AlHujairi,Z.,AlTooq,M.,Khamees,F.,AlAnsari,W.,AlAbbas,Z.,Almoamen,G.	sars-cov-2-2022-2023
ON629632.1	SARS-CoV-2/human/BHR/22020288133/2022	Public Health Directorate, Communicable Disease Laboratory	Marhoon,A.,AlHujairi,Z.,AlTooq,M.,Khamees,F.,AlAnsari,W.,AlAbbas,Z.,Almoamen,G.	sars-cov-2-2022-2023
ON627443.1	SARS-CoV-2/human/BHR/22920325496_S32_L001/2022	Public Health Directorate, Communicable Disease Laboratory	Marhoon,A.,AlHujairi,Z.,AlTooq,M.,Khamees,F.,AlAnsari,W.,AlAbbas,Z.,Almoamen,G.	sars-cov-2-2022-2023
ON627302.1	SARS-CoV-2/human/BHR/22530031343_S34_L001/2022	Public Health Directorate, Communicable Disease Laboratory	Marhoon,A.,AlHujairi,Z.,AlTooq,M.,Khamees,F.,AlAnsari,W.,AlAbbas,Z.,Almoamen,G.	sars-cov-2-2022-2023
ON627291.1	SARS-CoV-2/human/BHR/22250023067_S47_L001/2022	Public Health Directorate, Communicable Disease Laboratory	Marhoon,A.,AlHujairi,Z.,AlTooq,M.,Khamees,F.,AlAnsari,W.,AlAbbas,Z.,Almoamen,G.	sars-cov-2-2022-2023
ON621043.1	SARS-CoV-2/human/USA/CA-CDC-STM-64N8NJAX8/2022	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard,D.,Batra,D.,Cook,P.W.,Caravas,J.,Rambo-Martin,B.,Sammons,S.,Unoarumhi,Y.,Schmerer,M.,Lacek,K.A.,Kendall,T.,Caban Figueroa,V.,Ca,H.,Morrison,S.,Gulvick,C.,Sula,E.,Paden,C.R.,MacCannell,D.	sars-cov-2-2022-2023
ON606413.1	SARS-CoV-2/human/BHR/R122690052145_S66_L001/2022	Public Health Directorate, Communicable Disease Laboratory	Marhoon,A.,AlHujairi,Z.,AlTooq,M.,Khamees,F.,AlAnsari,W.,AlAbbas,Z.,Almoamen,G.	sars-cov-2-2022-2023
ON606191.1	SARS-CoV-2/human/BHR/R25902366058_S48_L001/2022	Public Health Directorate, Communicable Disease Laboratory	Marhoon,A.,AlHujairi,Z.,AlTooq,M.,Khamees,F.,AlAnsari,W.,AlAbbas,Z.,Almoamen,G.	sars-cov-2-2022-2023
ON606189.1	SARS-CoV-2/human/BHR/R15902365847_S54_L001/2022	Public Health Directorate, Communicable Disease Laboratory	Marhoon,A.,AlHujairi,Z.,AlTooq,M.,Khamees,F.,AlAnsari,W.,AlAbbas,Z.,Almoamen,G.	sars-cov-2-2022-2023
ON606115.1	SARS-CoV-2/human/BHR/22920317023_S75_L001/2022	Public Health Directorate, Communicable Disease Laboratory	Marhoon,A.,AlHujairi,Z.,AlTooq,M.,Khamees,F.,AlAnsari,W.,AlAbbas,Z.,Almoamen,G.	sars-cov-2-2022-2023
ON606100.1	SARS-CoV-2/human/BHR/5902364765_S84_L001/2022	Public Health Directorate, Communicable Disease Laboratory	Marhoon,A.,AlHujairi,Z.,AlTooq,M.,Khamees,F.,AlAnsari,W.,AlAbbas,Z.,Almoamen,G.	sars-cov-2-2022-2023
ON603399.1	SARS-CoV-2/human/SYC/SS7632/2022	KEMRI-Wellcome Trust Research Programme, Epidemiology and Demography	Githinji,G.,Ochola-Oyier,I.L.,Agoti,C.N.,Mohammed,K.S.,Mburu,M.W.,Morobe,J.M.,Lambisia,A.W.,Makori,T.,Ongera,E.,Ndwiga,L.,de Laurent,Z.,Pool,B.,Gedeon,J.,Louange,M.,Biscornet,L.	sars-cov-2-2022-2023
ON603293.1	SARS-CoV-2/human/KEN/SS8383/2022	KEMRI-Wellcome Trust Research Programme, Epidemiology and Demography	Githinji,G.,Ochola-Oyier,I.L.,Agoti,C.N.,Mohammed,K.S.,Mburu,M.W.,Morobe,J.M.,Lambisia,A.W.,Makori,T.,Ongera,E.,Ndwiga,L.,de Laurent,Z.,Nokes,D.J.	sars-cov-2-2022-2023
ON603284.1	SARS-CoV-2/human/KEN/SS8370/2022	KEMRI-Wellcome Trust Research Programme, Epidemiology and Demography	Githinji,G.,Ochola-Oyier,I.L.,Agoti,C.N.,Mohammed,K.S.,Mburu,M.W.,Morobe,J.M.,Lambisia,A.W.,Makori,T.,Ongera,E.,Ndwiga,L.,de Laurent,Z.,Nokes,D.J.	sars-cov-2-2022-2023
ON603216.1	SARS-CoV-2/human/KEN/SS8281/2022	KEMRI-Wellcome Trust Research Programme, Epidemiology and Demography	Githinji,G.,Ochola-Oyier,I.L.,Agoti,C.N.,Mohammed,K.S.,Mburu,M.W.,Morobe,J.M.,Lambisia,A.W.,Makori,T.,Ongera,E.,Ndwiga,L.,de Laurent,Z.,Nokes,D.J.	sars-cov-2-2022-2023
ON603200.1	SARS-CoV-2/human/KEN/SS8263/2022	KEMRI-Wellcome Trust Research Programme, Epidemiology and Demography	Githinji,G.,Ochola-Oyier,I.L.,Agoti,C.N.,Mohammed,K.S.,Mburu,M.W.,Morobe,J.M.,Lambisia,A.W.,Makori,T.,Ongera,E.,Ndwiga,L.,de Laurent,Z.,Nokes,D.J.	sars-cov-2-2022-2023
ON603024.1	SARS-CoV-2/human/KEN/SS8011/2022	KEMRI-Wellcome Trust Research Programme, Epidemiology and Demography	Githinji,G.,Ochola-Oyier,I.L.,Agoti,C.N.,Mohammed,K.S.,Mburu,M.W.,Morobe,J.M.,Lambisia,A.W.,Makori,T.,Ongera,E.,Ndwiga,L.,de Laurent,Z.,Nokes,D.J.	sars-cov-2-2022-2023
ON602964.1	SARS-CoV-2/human/KEN/SS7931/2022	KEMRI-Wellcome Trust Research Programme, Epidemiology and Demography	Githinji,G.,Ochola-Oyier,I.L.,Agoti,C.N.,Mohammed,K.S.,Mburu,M.W.,Morobe,J.M.,Lambisia,A.W.,Makori,T.,Ongera,E.,Ndwiga,L.,de Laurent,Z.,Nokes,D.J.	sars-cov-2-2022-2023
ON602891.1	SARS-CoV-2/human/KEN/SS7480/2022	KEMRI-Wellcome Trust Research Programme, Epidemiology and Demography	Githinji,G.,Ochola-Oyier,I.L.,Agoti,C.N.,Mohammed,K.S.,Mburu,M.W.,Morobe,J.M.,Lambisia,A.W.,Makori,T.,Ongera,E.,Ndwiga,L.,de Laurent,Z.,Nokes,D.J.	sars-cov-2-2022-2023
ON602886.1	SARS-CoV-2/human/KEN/SS7475/2022	KEMRI-Wellcome Trust Research Programme, Epidemiology and Demography	Githinji,G.,Ochola-Oyier,I.L.,Agoti,C.N.,Mohammed,K.S.,Mburu,M.W.,Morobe,J.M.,Lambisia,A.W.,Makori,T.,Ongera,E.,Ndwiga,L.,de Laurent,Z.,Nokes,D.J.	sars-cov-2-2022-2023
ON602871.1	SARS-CoV-2/human/KEN/SS7456/2022	KEMRI-Wellcome Trust Research Programme, Epidemiology and Demography	Githinji,G.,Ochola-Oyier,I.L.,Agoti,C.N.,Mohammed,K.S.,Mburu,M.W.,Morobe,J.M.,Lambisia,A.W.,Makori,T.,Ongera,E.,Ndwiga,L.,de Laurent,Z.,Nokes,D.J.	sars-cov-2-2022-2023
ON600119.1	SARS-CoV-2/human/HKG/HKU-220213-048/2022	The University of Hong Kong, Department of Microbiology	To,K.W.,Yuen,K.-Y.	sars-cov-2-2022-2023
ON600054.1	SARS-CoV-2/human/HKG/HKU-220326-166/2022	The University of Hong Kong, Department of Microbiology	To,K.W.,Yuen,K.-Y.	sars-cov-2-2022-2023
ON600011.1	SARS-CoV-2/human/HKG/HKU-220326-121/2022	The University of Hong Kong, Department of Microbiology	To,K.W.,Yuen,K.-Y.	sars-cov-2-2022-2023
ON597548.1	SARS-CoV-2/human/BHR/R65902218877/2022	Public Health Directorate, Communicable Disease Laboratory	Marhoon,A.,AlHujairi,Z.,AlTooq,M.,Khamees,F.,AlAnsari,W.,AlAbbas,Z.,Almoamen,G.	sars-cov-2-2022-2023
ON589085.1	SARS-CoV-2/human/USA/NJ-CDC-LC0625644/2022	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard,D.,Batra,D.,Cook,P.W.,Caravas,J.,Rambo-Martin,B.,Sammons,S.,Unoarumhi,Y.,Schmerer,M.,Lacek,K.A.,Kendall,T.,Caban Figueroa,V.,Morrison,S.,Gulvick,C.,Agarwal,M.,Almasri,E.,Boles,D.,Burns,A.,Charoensri,N.,Cohen,O.,Countryman,S.,Cristobal,M.A.,Croy,B.,Dale,S.,Deshmukh,H.,Douglas,A.,Drouillon,V.,Eisenberg,M.,Engler,H.,Ghatti,R.,Gupta,P.,Hicks,S.,Humphrey,J.,Iyer,L.,Pfefferle,L.,Jain,M.,Robinson,M.,Kolli,M.,Krueger,B.,Kuphal,T.,Letovsky,S.,Levandoski,M.,Lukasik,C.,Meltzer,J.,Norvell,B.,Nye,M.,Parker,S.,Petropoulos,C.,Pruitt,J.,Ragan,S.,Ryan,S.,Sapeta,M.,Schroth,J.,Selvaraju,S.B.,Stevovic,G.,Suchanek,A.,Throop,A.,Tilson,L.,Urban,T.,Voshell,J.,Wagner,K.,Williams,J.,Williamson,M.,Zeng,Q.,Zwiefelhofer,T.,Paden,C.R.,MacCannell,D.,Sula,E.	sars-cov-2-2022-2023
ON544771.1	SARS-CoV-2/human/USA/WA-CDC-LC0620490/2022	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard,D.,Batra,D.,Cook,P.W.,Caravas,J.,Rambo-Martin,B.,Sammons,S.,Unoarumhi,Y.,Schmerer,M.,Lacek,K.A.,Kendall,T.,Caban Figueroa,V.,Morrison,S.,Gulvick,C.,Agarwal,M.,Almasri,E.,Boles,D.,Burns,A.,Charoensri,N.,Cohen,O.,Countryman,S.,Cristobal,M.A.,Croy,B.,Dale,S.,Deshmukh,H.,Douglas,A.,Drouillon,V.,Eisenberg,M.,Engler,H.,Ghatti,R.,Gupta,P.,Hicks,S.,Humphrey,J.,Iyer,L.,Pfefferle,L.,Jain,M.,Robinson,M.,Kolli,M.,Krueger,B.,Kuphal,T.,Letovsky,S.,Levandoski,M.,Lukasik,C.,Meltzer,J.,Norvell,B.,Nye,M.,Parker,S.,Petropoulos,C.,Pruitt,J.,Ragan,S.,Ryan,S.,Sapeta,M.,Schroth,J.,Selvaraju,S.B.,Stevovic,G.,Suchanek,A.,Throop,A.,Tilson,L.,Urban,T.,Voshell,J.,Wagner,K.,Williams,J.,Williamson,M.,Zeng,Q.,Zwiefelhofer,T.,Paden,C.R.,MacCannell,D.,Sula,E.	sars-cov-2-2022-2023
ON539386.1	SARS-CoV-2/human/USA/NJ-CDC-LC0619979/2022	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard,D.,Batra,D.,Cook,P.W.,Caravas,J.,Rambo-Martin,B.,Sammons,S.,Unoarumhi,Y.,Schmerer,M.,Lacek,K.A.,Kendall,T.,Caban Figueroa,V.,Morrison,S.,Gulvick,C.,Agarwal,M.,Almasri,E.,Boles,D.,Burns,A.,Charoensri,N.,Cohen,O.,Countryman,S.,Cristobal,M.A.,Croy,B.,Dale,S.,Deshmukh,H.,Douglas,A.,Drouillon,V.,Eisenberg,M.,Engler,H.,Ghatti,R.,Gupta,P.,Hicks,S.,Humphrey,J.,Iyer,L.,Pfefferle,L.,Jain,M.,Robinson,M.,Kolli,M.,Krueger,B.,Kuphal,T.,Letovsky,S.,Levandoski,M.,Lukasik,C.,Meltzer,J.,Norvell,B.,Nye,M.,Parker,S.,Petropoulos,C.,Pruitt,J.,Ragan,S.,Ryan,S.,Sapeta,M.,Schroth,J.,Selvaraju,S.B.,Stevovic,G.,Suchanek,A.,Throop,A.,Tilson,L.,Urban,T.,Voshell,J.,Wagner,K.,Williams,J.,Williamson,M.,Zeng,Q.,Zwiefelhofer,T.,Paden,C.R.,MacCannell,D.,Sula,E.	sars-cov-2-2022-2023
ON519397.1	SARS-CoV-2/human/USA/MN-CDC-STM-WFEAX5ABR/2022	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard,D.,Batra,D.,Cook,P.W.,Caravas,J.,Rambo-Martin,B.,Sammons,S.,Unoarumhi,Y.,Schmerer,M.,Lacek,K.A.,Kendall,T.,Caban Figueroa,V.,Ca,H.,Morrison,S.,Gulvick,C.,Sula,E.,Paden,C.R.,MacCannell,D.	sars-cov-2-2022-2023
ON499476.1	SARS-CoV-2/human/USA/WV-CDC-LC0608019/2022	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard,D.,Batra,D.,Cook,P.W.,Caravas,J.,Rambo-Martin,B.,Sammons,S.,Unoarumhi,Y.,Schmerer,M.,Lacek,K.A.,Kendall,T.,Caban Figueroa,V.,Morrison,S.,Gulvick,C.,Agarwal,M.,Almasri,E.,Boles,D.,Burns,A.,Charoensri,N.,Cohen,O.,Countryman,S.,Cristobal,M.A.,Croy,B.,Dale,S.,Deshmukh,H.,Douglas,A.,Drouillon,V.,Eisenberg,M.,Engler,H.,Ghatti,R.,Gupta,P.,Hicks,S.,Humphrey,J.,Iyer,L.,Pfefferle,L.,Jain,M.,Robinson,M.,Kolli,M.,Krueger,B.,Kuphal,T.,Letovsky,S.,Levandoski,M.,Lukasik,C.,Meltzer,J.,Norvell,B.,Nye,M.,Parker,S.,Petropoulos,C.,Pruitt,J.,Ragan,S.,Ryan,S.,Sapeta,M.,Schroth,J.,Selvaraju,S.B.,Stevovic,G.,Suchanek,A.,Throop,A.,Tilson,L.,Urban,T.,Voshell,J.,Wagner,K.,Williams,J.,Williamson,M.,Zeng,Q.,Zwiefelhofer,T.,Paden,C.R.,MacCannell,D.,Sula,E.	sars-cov-2-2022-2023
ON495863.1	SARS-CoV-2/human/BHR/22920315878_S78_L001/2022	Public Health Directorate, Communicable Disease Laboratory	Marhoon,A.,AlHujairi,Z.,AlTooq,M.,Khamees,F.,AlAnsari,W.,AlAbbas,Z.,Almoamen,G.	sars-cov-2-2022-2023
ON495824.1	SARS-CoV-2/human/BHR/5902361622_S84_L001/2022	Public Health Directorate, Communicable Disease Laboratory	Marhoon,A.,AlHujairi,Z.,AlTooq,M.,Khamees,F.,AlAnsari,W.,AlAbbas,Z.,Almoamen,G.	sars-cov-2-2022-2023
ON494349.1	SARS-CoV-2/human/USA/NY-CDC-2-5926138/2022	Centers for Disease Control and Prevention, Biotechnology Core Facility Branch	Sheth,M.,Nobles,S.,Madden,J.,Padilla,J.,Burgin,A.,Bentz,M.,Burroughs,M.,Cook,P.,Paden,C.R.,Batra,D.,Knipe,K.,Howard,D.,Unoarumhi,Y.,Schmerer,M.,Rambo-Martin,B.L.,Lacek,K.,Shepard,S.,Wentworth,D.,Dugan,V.,Lee,J.	sars-cov-2-2022-2023
ON453054.1	SARS-CoV-2/human/USA/PA-CDC-QDX36261354/2022	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard,D.,Batra,D.,Cook,P.W.,Caravas,J.,Rambo-Martin,B.,Sammons,S.,Unoarumhi,Y.,Schmerer,M.,Lacek,K.A.,Kendall,T.,Caban Figueroa,V.,Morrison,S.,Gulvick,C.,Sula,E.,Rosenthal,S.H.,Gerasimova,A.,Kagan,R.M.,Anderson,B.,Hua,M.,Liu,Y.,Bernstein,L.E.,Livingston,K.E.,Perez,A.,Shlyakhter,I.A.,Rolando,R.V.,Owen,R.,Tanpaiboon,P.,Lacbawan,F.,Paden,C.R.,MacCannell,D.	sars-cov-2-2022-2023
ON452219.1	SARS-CoV-2/human/USA/NY-CDC-QDX36111219/2022	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard,D.,Batra,D.,Cook,P.W.,Caravas,J.,Rambo-Martin,B.,Sammons,S.,Unoarumhi,Y.,Schmerer,M.,Lacek,K.A.,Kendall,T.,Caban Figueroa,V.,Morrison,S.,Gulvick,C.,Sula,E.,Rosenthal,S.H.,Gerasimova,A.,Kagan,R.M.,Anderson,B.,Hua,M.,Liu,Y.,Bernstein,L.E.,Livingston,K.E.,Perez,A.,Shlyakhter,I.A.,Rolando,R.V.,Owen,R.,Tanpaiboon,P.,Lacbawan,F.,Paden,C.R.,MacCannell,D.	sars-cov-2-2022-2023
ON450131.1	SARS-CoV-2/human/USA/NJ-CDC-LC0592001/2022	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard,D.,Batra,D.,Cook,P.W.,Caravas,J.,Rambo-Martin,B.,Sammons,S.,Unoarumhi,Y.,Schmerer,M.,Lacek,K.A.,Kendall,T.,Caban Figueroa,V.,Morrison,S.,Gulvick,C.,Agarwal,M.,Almasri,E.,Boles,D.,Burns,A.,Charoensri,N.,Cohen,O.,Countryman,S.,Cristobal,M.A.,Croy,B.,Dale,S.,Deshmukh,H.,Douglas,A.,Drouillon,V.,Eisenberg,M.,Engler,H.,Ghatti,R.,Gupta,P.,Hicks,S.,Humphrey,J.,Iyer,L.,Pfefferle,L.,Jain,M.,Robinson,M.,Kolli,M.,Krueger,B.,Kuphal,T.,Letovsky,S.,Levandoski,M.,Lukasik,C.,Meltzer,J.,Norvell,B.,Nye,M.,Parker,S.,Petropoulos,C.,Pruitt,J.,Ragan,S.,Ryan,S.,Sapeta,M.,Schroth,J.,Selvaraju,S.B.,Stevovic,G.,Suchanek,A.,Throop,A.,Tilson,L.,Urban,T.,Voshell,J.,Wagner,K.,Williams,J.,Williamson,M.,Zeng,Q.,Zwiefelhofer,T.,Paden,C.R.,MacCannell,D.,Sula,E.	sars-cov-2-2022-2023
ON450013.1	SARS-CoV-2/human/USA/NC-CDC-LC0593685/2022	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard,D.,Batra,D.,Cook,P.W.,Caravas,J.,Rambo-Martin,B.,Sammons,S.,Unoarumhi,Y.,Schmerer,M.,Lacek,K.A.,Kendall,T.,Caban Figueroa,V.,Morrison,S.,Gulvick,C.,Agarwal,M.,Almasri,E.,Boles,D.,Burns,A.,Charoensri,N.,Cohen,O.,Countryman,S.,Cristobal,M.A.,Croy,B.,Dale,S.,Deshmukh,H.,Douglas,A.,Drouillon,V.,Eisenberg,M.,Engler,H.,Ghatti,R.,Gupta,P.,Hicks,S.,Humphrey,J.,Iyer,L.,Pfefferle,L.,Jain,M.,Robinson,M.,Kolli,M.,Krueger,B.,Kuphal,T.,Letovsky,S.,Levandoski,M.,Lukasik,C.,Meltzer,J.,Norvell,B.,Nye,M.,Parker,S.,Petropoulos,C.,Pruitt,J.,Ragan,S.,Ryan,S.,Sapeta,M.,Schroth,J.,Selvaraju,S.B.,Stevovic,G.,Suchanek,A.,Throop,A.,Tilson,L.,Urban,T.,Voshell,J.,Wagner,K.,Williams,J.,Williamson,M.,Zeng,Q.,Zwiefelhofer,T.,Paden,C.R.,MacCannell,D.,Sula,E.	sars-cov-2-2022-2023
ON450011.1	SARS-CoV-2/human/USA/VA-CDC-LC0593687/2022	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	Howard,D.,Batra,D.,Cook,P.W.,Caravas,J.,Rambo-Martin,B.,Sammons,S.,Unoarumhi,Y.,Schmerer,M.,Lacek,K.A.,Kendall,T.,Caban Figueroa,V.,Morrison,S.,Gulvick,C.,Agarwal,M.,Almasri,E.,Boles,D.,Burns,A.,Charoensri,N.,Cohen,O.,Countryman,S.,Cristobal,M.A.,Croy,B.,Dale,S.,Deshmukh,H.,Douglas,A.,Drouillon,V.,Eisenberg,M.,Engler,H.,Ghatti,R.,Gupta,P.,Hicks,S.,Humphrey,J.,Iyer,L.,Pfefferle,L.,Jain,M.,Robinson,M.,Kolli,M.,Krueger,B.,Kuphal,T.,Letovsky,S.,Levandoski,M.,Lukasik,C.,Meltzer,J.,Norvell,B.,Nye,M.,Parker,S.,Petropoulos,C.,Pruitt,J.,Ragan,S.,Ryan,S.,Sapeta,M.,Schroth,J.,Selvaraju,S.B.,Stevovic,G.,Suchanek,A.,Throop,A.,Tilson,L.,Urban,T.,Voshell,J.,Wagner,K.,Williams,J.,Williamson,M.,Zeng,Q.,Zwiefelhofer,T.,Paden,C.R.,MacCannell,D.,Sula,E.	sars-cov-2-2022-2023
